id,项目名称,网址,控制价,下浮率,基准价
A3311011160012460,云和梯田5A创建综合管网工程-电力上改下项目,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229661989_192585.html,7519764.004,11.1,6685070.2
A3311011160012395,遂昌县凯恩佳苑至北门老桥防洪应急工程,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229662124_192593.html,0,0,0
A3311011160012457,莲都-义乌山海协作产业园高新科创企业孵化中心项目-电梯设备采购与安装,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229661852_192589.html,0,0,0
A3311011160012432,浙西南研学营地及配套设施建设项目-王村口红色研学营地项目,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229662124_192120.html,5072370,5.1,4813679.13
A3311011160012403,云和县仙宫景区醉月楼室内装修项目,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229661989_192633.html,4201153.33,9.6,3797842.61
A3311011160012346,松阳县生物栖息繁衍廊道（堰坝）生态化改造工程（象溪镇段）,http://lssggzy.lishui.gov.cn/art/2023/1/11/art_1229662157_192580.html,0,0,0
A3311011160012462,丽水市莲都区太平乡白羊山农光互补光伏电站项目,http://lssggzy.lishui.gov.cn/art/2023/1/11/art_1229661852_192518.html,0,6.05,0
A3311011160012456,缙云县温泉谷体育公园及周边市政基础设施配套建设项目—官店桥及延伸道路建设工程,http://lssggzy.lishui.gov.cn/art/2023/1/10/art_1229662089_192331.html,41631810.5,9.7,37593524.88
A3311011160012421,浙江景宁民族双创中心工程EPC总承包,http://lssggzy.lishui.gov.cn/art/2023/1/10/art_1229662190_192322.html,0,0,0
A3311011160012428,龙泉市城区“打卡连断”贯通工程,http://lssggzy.lishui.gov.cn/art/2023/1/9/art_1229661923_192245.html,0,0,0
A3311011160012308,景宁县三插溪流域综合治理工程（东坑段）,http://lssggzy.lishui.gov.cn/art/2023/1/6/art_1229662190_191538.html,27720278.61,0,27720278.61
A3311011160012441,松阳县北山停车场配套用房项目,http://lssggzy.lishui.gov.cn/art/2023/1/6/art_1229662157_192114.html,6264034.002,9.3,5681478.84
A3311011160012430,缙云县温泉谷体育公园及周边市政基础设施配套建设项目-下双龙区块道路网及排水工程,http://lssggzy.lishui.gov.cn/art/2023/1/5/art_1229662089_192001.html,22569122.9,8.7,20605609.21
A3311011160012427,遂昌县人民医院应急病房楼建设项目,http://lssggzy.lishui.gov.cn/art/2023/1/5/art_1229662124_191917.html,11403195.49,9,10376907.9
A3311011160012372,“松阳水网”—松古平原水系综合治理工程平行检测服务,http://lssggzy.lishui.gov.cn/art/2023/1/5/art_1229662157_191916.html,0,1.5,0
A3311011160012358,丽水职业技术学院双高校建设提升工程（农林生态综合实训基地及体育设施提升项目）智慧温室大棚EPC总承包,http://lssggzy.lishui.gov.cn/art/2023/1/5/art_1229661812_191989.html,0,0,0
A3311011160012438,缙云县东方镇乡愁富民示范区项目设计,http://lssggzy.lishui.gov.cn/art/2023/1/4/art_1229662089_191903.html,0,0,0
A3311011160012371,“松阳水网”—松古平原水系综合治理工程法人委托检测服务,http://lssggzy.lishui.gov.cn/art/2023/1/4/art_1229662157_191843.html,0,2,0
A3311011160012357,龙泉市第三中学学生食堂工程,http://lssggzy.lishui.gov.cn/art/2023/1/4/art_1229661923_190871.html,0,0,0
A3311011160012410,丽缙高新区产城融合配套设施提升工程（一期）—工业旅游体验中心项目,http://lssggzy.lishui.gov.cn/art/2023/1/3/art_1229662089_191764.html,22665981.2,11.1,20150057.29
A3311011160012421,浙江景宁民族双创中心工程全过程工程咨询服务,http://lssggzy.lishui.gov.cn/art/2023/1/3/art_1229662190_191751.html,0,0,0
A3311011160012315,青田县西部引水工程,http://lssggzy.lishui.gov.cn/art/2023/1/3/art_1229661956_191819.html,0,0,0
A3311011160012321,遂昌县水系连通及水美乡村项目—灵山港流域幸福河湖建设施工监理,http://lssggzy.lishui.gov.cn/art/2022/12/30/art_1229662124_191634.html,0,0,0
A3311011160012429,缙云县城市建设弃方场工程三期,http://lssggzy.lishui.gov.cn/art/2022/12/30/art_1229662089_191701.html,7107222.269,7.9,6545751.71
A3311011160012412,2022年庆元县农村公路（县道）应急工程,http://lssggzy.lishui.gov.cn/art/2022/12/30/art_1229662056_191651.html,6241230.707,1,6178818.4
A3311011160012417,莲都区青少年宫迁建项目智能化设备采购与安装,http://lssggzy.lishui.gov.cn/art/2022/12/30/art_1229661852_191698.html,0,0,0
A3311011160012345,丽水龙泉2022年水毁应急修复工程和2022年龙泉市新岭隧道水毁修复工程,http://lssggzy.lishui.gov.cn/art/2022/12/30/art_1229661923_191657.html,44400047.85,3,43068046.41
A3311011160012394,理想艺站项目设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229661852_191586.html,0,0,0
A3311011160012415,莲都区生态堰坝改造工程二期I标段,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229661852_191571.html,4111231.38,0,4111231.38
A3311011160012396,浙西南粮食物资仓储物流园区项目土石方工程,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229661812_191584.html,0,0,0
A3311011160012167,云和县木玩童话小镇地标建筑—木玩展示体验馆项目（亮化工程）采购项目,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229661989_191523.html,0,0,0
A3311011160012363,丽水龙泉2022年水毁应急修复工程和2022年龙泉市新岭隧道水毁修复工程施工监理,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229661923_191547.html,1109132.5,0,1109132.5
A3311011160012419,景宁县2023 年“四好农村路”提升工程——农村公路新改建工程,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229662190_191585.html,50109902.51,1,49608803.48
A3311011160012418,景宁县2023年“四好农村路”提升工程——农村公路养护工程,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229662190_191587.html,29011252.4,1,28721139.88
A3311011160012414,缙云县壶镇老镇区有机更新改造工程-壶镇老街（中下街）改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/28/art_1229662089_191518.html,21263124.64,10.4,19051759.68
A3311011160012366,松阳县赤寿不锈钢仓储物流(贸易)中心项目(二期),http://lssggzy.lishui.gov.cn/art/2022/12/28/art_1229662157_191437.html,15093597,9.3,13689892.48
A3311011160012404,龙泉市项坊区块基础设施配套工程设计,http://lssggzy.lishui.gov.cn/art/2022/12/28/art_1229661923_191467.html,0,0,0
A3311011160012413,缙云县新建镇洋山区块组团配套工程-工业三路等基础设施配套工程（工业三路）,http://lssggzy.lishui.gov.cn/art/2022/12/28/art_1229662089_191455.html,7648044.069,10.3,6860295.53
A3311011160012369,巧溪人工湿地水质净化工程设计采购施工总承包（EPC）,http://lssggzy.lishui.gov.cn/art/2022/12/27/art_1229662089_191304.html,75054330.31,11.9,66122865
A3311011160012411,缙云县新建镇洋山区块组团配套工程-工业三路等基础设施配套工程（工业一路）,http://lssggzy.lishui.gov.cn/art/2022/12/27/art_1229662089_191375.html,6871930.457,10.3,6164121.62
A3311011160012393,黄垟乡区域交通道路修复提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229661956_191286.html,6251992.758,1,6189472.83
A3311011160012392,浙江省级第八批历史文化村落保护利用重点村项目-黄沙腰镇上定村三期工程,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229662124_191275.html,1351229.362,10.6,1207999.05
A3311011160012183,遂昌县颐养中心二期项目,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229662124_188290.html,35327859.7,0,35327859.7
LD【2022】201号,莲都区岩泉街道里佳源村(林村至里山)垦造耕地项目（第二次）,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229661852_191280.html,0,0,0
A3311011160012334,遂昌县三仁畲族乡宜机化改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229662124_210682.html,8032332.618,6.8,7486134
A3311011160012402,云和县公安局“三个中心”技术用房项目(电梯采购),http://lssggzy.lishui.gov.cn/art/2022/12/23/art_1229661989_191110.html,0,0,0
A3311011160012222,丽水市城市风廊及配套设施（东地路南延伸段）工程监理,http://lssggzy.lishui.gov.cn/art/2022/12/23/art_1229661812_191208.html,5249900,0,5249900
A3311011160012304,北山镇泉山村泉山街及延伸段（泉山村口-自来水厂）道路改造提升及周边配套工程,http://lssggzy.lishui.gov.cn/art/2022/12/23/art_1229661956_191101.html,18610492.15,9.9,16768053.43
A3311011160012382,青田至文成高速公路（青田段）特许经营方案编制及投资人招标服务项目,http://lssggzy.lishui.gov.cn/art/2022/12/23/art_1229661956_191117.html,0,0,0
A3311011160012356,丽水空港园区（一期）基础设施及配套项目路网工程设计,http://lssggzy.lishui.gov.cn/art/2022/12/23/art_1229661812_191119.html,0,0,0
A3311011160012312,S218安吉至龙港公路缙云方溪至青田季宅段公路工程（青田段）项目建议书、工程可行性研究报告编制及勘察设计,http://lssggzy.lishui.gov.cn/art/2022/12/23/art_1229661956_191192.html,13032000,0,13032000
A3311011160012272,景宁畲族自治县城市展览馆设计及布展建设工程监理,http://lssggzy.lishui.gov.cn/art/2022/12/21/art_1229662190_191050.html,643000,0,643000
A3311011160012380,缙云县公路应急保障基地工程,http://lssggzy.lishui.gov.cn/art/2022/12/21/art_1229662089_191053.html,9374264.487,4.4,8961796.85
A3311011160012211,丽水南城中学项目工程总承包(EPC),http://lssggzy.lishui.gov.cn/art/2022/12/21/art_1229661812_191043.html,0,4.75,0
A3311011160012327,遂昌县高坪水厂及管网延伸工程,http://lssggzy.lishui.gov.cn/art/2022/12/20/art_1229662124_190822.html,0,0,0
A3311011160012378,松阳县中医医院迁建工程-医用净化等专项设备采购与安装,http://lssggzy.lishui.gov.cn/art/2022/12/20/art_1229662157_190820.html,0,0,0
A3311011160012374,缙云县溶江乡皂坑堰坝建设与改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/19/art_1229662089_190780.html,3542803.18,0,3542803.18
A3311011160012246,云和县木玩童话小镇地标建筑—木玩展示体验馆项目（电梯采购）,http://lssggzy.lishui.gov.cn/art/2022/12/19/art_1229661989_190794.html,0,0,0
A3311011160012331,黄碧线整治提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/19/art_1229661852_190732.html,14308607,11.1,12720351.62
A3311011160012359,浙江景宁特色产业平台一期项目（四格、大赤垟区块）-市政基础设施工程EPC总承包,http://lssggzy.lishui.gov.cn/art/2022/12/17/art_1229662190_190691.html,0,0,0
A3311011160012283,遂昌县水系连通及水美乡村项目—灵山港流域幸福河湖建设,http://lssggzy.lishui.gov.cn/art/2022/12/16/art_1229662124_190580.html,0,0,0
A3311011160012335,青田县四都港水电生态化改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/16/art_1229661956_190631.html,0,0,0
A3311011160012279,松阳县粮食烘干中心设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2022/12/16/art_1229662157_192979.html,0,7.55,0
A3311011160012259,龙泉市芳野小微园三期项目,http://lssggzy.lishui.gov.cn/art/2022/12/16/art_1229661923_190600.html,0,0,0
A3311011160012174,缙云县第二人民医院迁建工程(装修部分）,http://lssggzy.lishui.gov.cn/art/2022/12/16/art_1229662089_190578.html,89762140.58,10.7,80157591.54
A3311011160012213,丽水市水东综合客运枢纽B-11-04地块项目二次装修工程,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229661812_190483.html,419674267.1,7.25,389247882.8
A3311011160012348,遂昌县北溪、三都源、洋条源流域综合整治工程——三都源整治工程（苍畈村～大桥村段）,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229662124_190553.html,0,0,0
A3311011160012354,缙云县2023年普通国省道及县道公路小修保养总承包项目,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229662089_190482.html,18603396.9,2,18231328.96
A3311011160011728,环城东路延伸（凤栖云镜入口至翡翠湾小区段）工程,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229662190_190519.html,6824315.58,8.6,6237424.44
A3311011160012337,云北木玩智创空间—人才公寓项目设计采购施工（EPC）总承包 监理招标,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229661989_190457.html,3357978,0,3357978
A3311011160012365,2023年度丽水市直属公路港航管理中心国省道、农村公路小修保养工程,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229661812_190521.html,12959628.88,2,12700436.3
A3311011160012282,青田县中医医院北山中心分院医技综合楼项目-边坡治理,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229661956_210649.html,960509.3333,10,864458.4
A3311011160012360,浙江景宁特色产业平台一期项目（四格、大赤垟区块）-市政基础设施工程监理,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229662190_190477.html,7000000,0,7000000
A3311011160012341,庆元县2023年国省道、农村公路小修保养工程,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229662056_190460.html,13905278.16,1,13766225.38
A3311011160012309,南城文体中心改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229661812_190364.html,62848543.09,6.6,58700539.25
A3311011160012326,遂昌县2022年灾毁应急修复工程,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229662124_190350.html,4555889.907,3,4419213.21
A3311011160012353,淤上乡毛竹加工园一期屋顶光伏项目,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229662056_190463.html,1339481,6,1259112.14
A3311011160012320,松阳县城市风貌样板区（江南社区）-安置房项目监理,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229662157_190365.html,0,0,0
青建招 2022 第[ 113 ] 号,青田县低效企业“腾笼换鸟”项目-青创大厦改造提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/13/art_1229661956_190310.html,0,0,0
A3311011160012355,青田县低效企业“腾笼换鸟”项目-青创大厦改造提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/13/art_1229661956_190328.html,42960230.84,11.4,38062764.52
A3311011160012352,2022年美丽县城建设项目-滨江公园一期改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/13/art_1229662089_190322.html,6762098.077,8.5,6187319.74
A3311011160012302,遂昌县松阴溪流域综合治理工程（一期）-第三标段,http://lssggzy.lishui.gov.cn/art/2022/12/12/art_1229662124_210683.html,0,0,0
A3311011160012332,缙云县新建镇洋山区块组团配套工程—工业三路等基础设施配套工程（工业四路）,http://lssggzy.lishui.gov.cn/art/2022/12/12/art_1229662089_190255.html,10703815.13,10.8,9547803.1
A3311011160012324,庆元县兰荒线梅岙下回头湾(桐梓岭尾)山体滑坡生态修复工程,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229662056_190051.html,0,0,0
A3311011160012249,缙云文化用品创意产业园项目设计采购施工总承包（EPC）,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229662089_189854.html,0,0,0
A3311011160012176,青田县船寮文化中心周边道路延伸工程,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229661956_190049.html,10964666.56,6.3,10273892.57
A3311011160012270,缙云县经济开发区三都区块综合开发及平台提质工程——基础设施提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229662089_210594.html,6951964.255,6.7,6486182.65
A3311011160012316,缙云县新建镇洋山区块组团配套工程—工业三路等基础设施配套工程（工业六路）,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229662089_190050.html,8039778.025,11.9,7083044.44
A3311011160012271,景宁畲族自治县城市展览馆设计及布展建设工程设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2022/12/8/art_1229662190_190052.html,40518700,5.25,38391468.25
A3311011160012314,青田县农村生活污水处理设施新建、改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/8/art_1229661956_190048.html,22639840.93,7.4,20964492.7
A3311011160012437,这是一条数据国泰项目经理获取,http://lssggzy.lishui.gov.cn/art/2022/12/7/art_1229661812_189846.html,0,0,0
A3311011160012277,2023年度遂昌县国省道、农村公路小修保养工程,http://lssggzy.lishui.gov.cn/art/2022/12/7/art_1229662124_189851.html,22068907.31,2,21627529.16
A3311011160012322,澄照乡东升村文化礼堂（景区镇综合服务中心）建设项目,http://lssggzy.lishui.gov.cn/art/2022/12/7/art_1229662190_189849.html,8172371.328,7.4,7567615.85
A3311011160012268,丽水经济技术开发区园区基础设施改造提升工程（二期）-白莲路（七百秧街-大沅街）路面改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/6/art_1229661812_189847.html,17182460,10,15464214
A3311011160012223,丽水市海潮河老旧小区改造暨历史街区改造项目(刘祠堂背历史文化街区改造)南部地块新建工程,http://lssggzy.lishui.gov.cn/art/2022/12/6/art_1229661812_189848.html,19712798.28,9.1,17918933.64
A3311011160012250,缙云县盘溪和贞溪流域综合治理—生态堰坝提升改造工程（美丽乡村水资源保障及水环境改造提升工程）工程总承包（EPC）,http://lssggzy.lishui.gov.cn/art/2022/12/6/art_1229662089_189853.html,0,0,0
A3311011160012240,遂昌县2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）--新路湾镇夹路畈村生活污水处理设施提升改造（零直排）,http://lssggzy.lishui.gov.cn/art/2022/12/5/art_1229662124_189852.html,1898330.811,8.8,1731277.7
A3311011160012273,景宁县鹤溪街道严村村异地搬迁农民安置小区（大搬快聚）三通一平工程,http://lssggzy.lishui.gov.cn/art/2022/12/5/art_1229662190_189637.html,6995067.665,9.2,6351521.44
A3311011160012135,浙西南粮食物资仓储物流园区项目工程设计,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229661812_188303.html,0,0,0
A3311011160012216,杭州电子科技大学丽水研究院改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229661812_188278.html,5208207,10,4687386.3
A3311011160012265,遂昌县“四好农村路”建设-2023年农村公路大中修工程勘察设计,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229662124_188276.html,5208207,10,4687386.3
A3311011160012243,遂昌县2022年县城交通安全隐患整治工程,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229662124_188279.html,6385506.816,10.5,5715028.6
A3311011160012239,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇新溪村溪淤生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229662124_188280.html,1028673.3,10.9,916547.91
A3311011160012166,遂昌县金竹坑水库至湖山金竹水厂引水工程施工监理,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229662124_188293.html,1028673.3,10.9,916547.91
A3311011160012208002001,外山至梅坑段工程施工监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229662190_188016.html,0,0,0
A3311011160012247001001,缙云综合客运枢纽工程设计开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229662089_187982.html,0,0,0
A3311011160012243001001,遂昌县2022年县城交通安全隐患整治工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229662124_188237.html,6385506.816,10.5,5715028.6
A3311011160012255001001,景宁惠明茶文化园区子项目惠明寺文化村工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229662190_188023.html,7411164.448,7.6,6847915.95
A3311011160012300001001,丽水市城市风廊及配套设施（东地路南延伸段）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229661812_188271.html,386991239.2,8.25,355064462
YZT-22GC-004,云和县生物栖息繁衍廊道（堰坝）生态化改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229661989_187477.html,18026363,10.4,16151621.25
A3311011160012217001001,莲都林地生态修复（碧湖区块）项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/1/art_1229661852_188216.html,0,0,0
A3311011160012282001001,青田县中医医院北山中心分院医技综合楼项目-边坡治理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/1/art_1229661956_188544.html,960509.3333,10,864458.4
A3311011160012239001001,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇新溪村溪淤生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/1/art_1229662124_188235.html,1028673.3,10.9,916547.91
A3311011160012284001001,庆元县人民医院迁建工程—暖通设备采购与安装（第二次）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229662056_188049.html,0,0,0
A3311011160012238,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇蕉川村二村、三村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229662124_188281.html,1390086.895,7.9,1280270.03
A3311011160012294001001,松阳县全民健身中心项目高压供电设备（施工及设备采购含配套的安装服务）（第二次）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229662157_188108.html,0,0,0
A3311011160012226,莲都区幸福河湖工程-河长制公园项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229661852_188214.html,0,0,0
A3311011160012238001001,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇蕉川村二村、三村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229662124_188233.html,1390086.895,7.9,1280270.03
A3311011160012216002001,杭州电子科技大学丽水研究院改造项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229661812_188270.html,5208207,10,4687386.3
A3311011160012264,浙西南两库连通工程项目建议书阶段勘测咨询服务,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229661812_188273.html,0,0,0
A3311011160012264001001,浙西南两库连通工程项目建议书阶段勘测咨询服务开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229661812_188269.html,0,0,0
A3311011160012283,遂昌县水系连通及水美乡村项目—灵山港流域幸福河湖建设,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188275.html,0,0,0
A3311011160012211001001,丽水南城中学项目工程总承包(EPC)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229661812_188268.html,311515509.6,3.75,299833678
A3311011160012197,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村至马头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188285.html,1938633.205,11.4,1717629.02
A3311011160012261001001,龙泉市芳野小微园三期项目监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229661923_187859.html,0,0,0
A3311011160012203001001,松阳县松阴溪流域水生态保护修复项目（一期）（2023年度）EPC（设计采购施工）总承包开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662157_188104.html,0,0,0
A3311011160012197001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村至马头村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188230.html,1938633.205,11.4,1717629.02
A3311011160012283001001,遂昌县水系连通及水美乡村项目—灵山港流域幸福河湖建设开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188228.html,0,0,0
A3311011160012211,丽水南城中学项目工程总承包(EPC),http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229661812_188286.html,311515509.6,3.75,299833678
A3311011160012157,遂昌县金竹坑水库至湖山金竹水厂引水工程,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188294.html,311515509.6,3.75,299833678
A3311011160012266001001,缙云县农村生活污水治理建设工程—新川村等七个村治理项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662089_187974.html,22175782.26,8.8,20224313.42
A3311011160012245001001,景宁县英川寨后至庆元合湖段公路生态修复工程（景宁段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662190_188009.html,5450367.152,1,5395863.48
A3311011160012248001001,庆元县毛垟溪、梅溪流域综合治理工程（毛垟溪段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662056_188043.html,0,0,0
A3311011160012224001001,莲都区幸福河湖工程-凤鸣河滩生态公园项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229661852_188211.html,0,0,0
A3311011160012241001001,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）--新路湾镇胡家村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662124_188226.html,1075553.847,8.5,984131.77
A3311011160012241,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）--新路湾镇胡家村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662124_188283.html,1075553.847,8.5,984131.77
A3311011160012195,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村陈岙生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229662124_188287.html,562562.9662,8.3,515870.24
A3311011160012195001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村陈岙生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229662124_188224.html,562562.9662,8.3,515870.24
A3311011160012286001001,船寮派出所业务技术及生活用房及青田县公安局档案管理中心船寮分中心工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229661956_188543.html,17782629.95,8.5,16271106.4
A3311011160012233001001,龙泉市华楼街东延工程-执中大桥施工监理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229661923_187850.html,0,0,0
A3311011160012229001001,龙泉市均溪流域水资源保障及水生态修复工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229661923_187841.html,0,0,0
A3311011160012254,遂昌县“四好农村路”建设-2023年农村公路改建工程勘察设计,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229662124_188277.html,0,0,0
A3311011160012194001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道龙口村寺后生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/24/art_1229662124_188222.html,591202.2329,6.4,553365.29
A3311011160011887001001,庆元县淤上乡丘陵山地宜机化建设项目（土地平整项目）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/24/art_1229662056_188037.html,8489632.469,11.3,7530304
A3311011160012194,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道龙口村寺后生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/24/art_1229662124_188288.html,591202.2329,6.4,553365.29
A3311011160012234001001,庆元县屏都综合新区香菇小镇工业区块基础设施配套建设项目土石方工程一标开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662056_188031.html,14384673,12.1,12644127.57
A3311011160012201001001,景宁惠明茶文化园区子项目惠明茶创业园工程设计开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662190_188002.html,0,0,0
A3311011160012193,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道范村村至连头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662124_188289.html,1868890.517,7.2,1734330.4
A3311011160012193001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道范村村至连头村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/23/art_1229662124_188220.html,1868890.517,7.2,1734330.4
