序号,id,项目名称,网址,zbkzj,下浮率,kbjj,投标单位数量,city,province
134,A3311011160012703,丽水职业技术学院双高校建设提升工程（体艺教学楼项目）,http://lssggzy.lishui.gov.cn/art/2023/3/28/art_1229661812_200438.html,34201754.9,9.3,31020991.69,277,丽水市,安徽省
135,A3311011160012641,青田县山口-方岩下等农村公路路面工程,http://lssggzy.lishui.gov.cn/art/2023/3/28/art_1229661956_200319.html,10021436.12,1,9921221.76,30,丽水市,安徽省
136,A3311011160012468,青田县松渠口-坑口等农村公路提升改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/27/art_1229661956_200245.html,10567977.66,1,10462297.88,21,丽水市,安徽省
137,A3311011160012668,元湖一号幼儿园改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/27/art_1229661852_200203.html,7794627.005,4.5,7443868.79,189,丽水市,安徽省
138,A3311011160012712,青田县油竹街道官塘、官中、官园小区污水零直排及道路改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/24/art_1229661956_200094.html,150811365.9,10.3,135277795.2,260,丽水市,安徽省
139,A3311011160012688,汤垟乡便民服务等综合用房新建工程,http://lssggzy.lishui.gov.cn/art/2023/3/23/art_1229661956_199915.html,11734572.06,7.2,10889682.87,188,丽水市,安徽省
140,A3311011160012706,青田县中东部填埋场项目飞灰库区改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/21/art_1229661956_199665.html,27184767.78,9.5,24602214.84,27,丽水市,安徽省
141,A3311011160012613,云和县浮云溪流域综合治理工程（崇头段、城区段）设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2023/3/20/art_1229661989_199469.html,122738339.6,0.5,122124647.9,26,丽水市,安徽省
142,A3311011160012669,云和县浮云溪流域综合治理工程（崇头段、城区段）监理,http://lssggzy.lishui.gov.cn/art/2023/3/17/art_1229661989_199231.html,2055178.996,8.4,1882543.96,11,丽水市,安徽省
143,A3311011160012644,庆元县竹口镇黄坛村村内污水管网改造提升工程项目,http://lssggzy.lishui.gov.cn/art/2023/3/17/art_1229662056_199230.html,4165505.556,9.1,3786444.55,206,丽水市,安徽省
144,A3311011160012652,遂昌县明德北路拓宽改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/16/art_1229662124_199091.html,29223621.06,11.3,25921351.88,281,丽水市,安徽省
145,A3311011160012574,温溪镇新建路改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/15/art_1229661956_198822.html,9173021.553,7.3,8503390.98,336,丽水市,安徽省
146,A3311011160012651,庆元县屏都综合新区香菇小镇工业区块基础设施配套建设项目土石方工程二标,http://lssggzy.lishui.gov.cn/art/2023/3/14/art_1229662056_198743.html,38148395.01,12.7,33303548.84,437,丽水市,安徽省
147,A3311011160012577,湿地水毁修复项目,http://lssggzy.lishui.gov.cn/art/2023/3/14/art_1229661852_198691.html,5228186.602,7,4862213.54,199,丽水市,安徽省
148,A3311011160012520,青田县石郭上村区块市政配套工程（一期）,http://lssggzy.lishui.gov.cn/art/2023/3/14/art_1229661956_198707.html,17082019.57,7.8,15749622.04,396,丽水市,安徽省
149,A3311011160012634,330国道温溪段沿线道路整治提升工程,http://lssggzy.lishui.gov.cn/art/2023/3/13/art_1229661956_198457.html,18973966.32,7.4,17569892.81,401,丽水市,安徽省
150,A3311011160012512,人民街与开发北路交叉口东南侧1#地块、2#地块项目,http://lssggzy.lishui.gov.cn/art/2023/3/13/art_1229661812_195584.html,200634697,5.5,189599788.7,45,丽水市,安徽省
151,A3311011160012622,高湖镇安置区基础设施工程（二期）,http://lssggzy.lishui.gov.cn/art/2023/3/10/art_1229661956_195984.html,7872545.692,11.8,6943585.3,299,丽水市,安徽省
152,A3311011160012582,浙江九龙山国家级自然保护区管护巡护及生态网络感知系统监测体系建设项目-黄坛淤保护站,http://lssggzy.lishui.gov.cn/art/2023/3/9/art_1229662124_195847.html,1579400.971,5.3,1495692.72,23,丽水市,安徽省
153,A3311011160012580,丽水经济技术开发区园区基础设施改造提升工程（二期）-仙霞路（成大街-通济街）提升改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/8/art_1229661812_195786.html,21750433,11.2,19314384.5,410,丽水市,安徽省
154,A3311011160012139,遂昌县老城区道路综合改造项目——凯恩路,http://lssggzy.lishui.gov.cn/art/2023/3/7/art_1229662124_195763.html,11061997.18,6.5,10342967.36,366,丽水市,安徽省
155,A3311011160012630,纬一路（花街路—经三路）道路工程,http://lssggzy.lishui.gov.cn/art/2023/3/7/art_1229661812_195781.html,20419242.94,11,18173126.22,408,丽水市,安徽省
156,A3311011160012585,东西岩景区接待中心改造提升项目,http://lssggzy.lishui.gov.cn/art/2023/3/7/art_1229661852_195779.html,4533505.006,10.3,4066553.99,241,丽水市,安徽省
157,A3311011160012629,青田县仁宫乡寺岙村精品花园乡村项目,http://lssggzy.lishui.gov.cn/art/2023/3/7/art_1229661956_195773.html,7808508.762,6.3,7316572.71,207,丽水市,安徽省
158,A3311011160012611,青田县大路至山后等农村公路提升改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/7/art_1229661956_195774.html,23946174.35,1,23706712.61,32,丽水市,安徽省
159,A3311011160012642,温溪镇新西村道路提升及村庄综合整治工程,http://lssggzy.lishui.gov.cn/art/2023/3/6/art_1229661956_195640.html,19032830.65,10.2,17091481.92,375,丽水市,安徽省
160,A3311011160012616,丽水市莲都区南明山街道丽沙村经济合作社丽沙村职工招待所项目,http://lssggzy.lishui.gov.cn/art/2023/3/2/art_1229661812_195492.html,39668209,7.8,36574088.7,244,丽水市,安徽省
161,A3311011160012445,南明山街道精品村庄建设工程-前垟村,http://lssggzy.lishui.gov.cn/art/2023/3/2/art_1229661812_195464.html,8427585.006,9.5,7626964.43,299,丽水市,安徽省
162,A3311011160012599,2023年缙云县低等级公路提升改造工程,http://lssggzy.lishui.gov.cn/art/2023/3/2/art_1229662089_195448.html,27043774.21,1.5,26638117.6,121,丽水市,安徽省
163,A3311011160012615,梯田创5A-通景公路沿线风貌提升整治工程,http://lssggzy.lishui.gov.cn/art/2023/2/28/art_1229661989_195253.html,22593255.92,2,22141390.8,109,丽水市,安徽省
164,A3311011160012444,南明山街道精品村庄建设工程-大源村,http://lssggzy.lishui.gov.cn/art/2023/2/28/art_1229661812_195288.html,9120521.531,11.8,8044299.99,297,丽水市,安徽省
165,A3311011160012609,景宁县中心粮库永久性地坪及粮食物资应急保障中心项目,http://lssggzy.lishui.gov.cn/art/2023/2/28/art_1229662190_195306.html,27167096.41,6.3,25455569.34,132,丽水市,安徽省
166,A3311011160012607,大修厂南侧支路道路工程,http://lssggzy.lishui.gov.cn/art/2023/2/28/art_1229661812_195296.html,7862293.932,11.5,6958130.13,279,丽水市,安徽省
167,A3311011160012572,元和街道包山雪梨标准化示范基地,http://lssggzy.lishui.gov.cn/art/2023/2/28/art_1229661989_195352.html,6033150,7.4,5586696.9,211,丽水市,安徽省
168,A3311011160012591,丽缙高新区产城融合配套设施提升工程（一期）-康养中心项目Ⅰ标段,http://lssggzy.lishui.gov.cn/art/2023/2/27/art_1229662089_195213.html,34881202.74,7.1,32404637.35,255,丽水市,安徽省
169,A3311011160012545,松阳县赤寿生态工业区块二期第一阶段开发项目场平工程,http://lssggzy.lishui.gov.cn/art/2023/2/24/art_1229662157_194533.html,336564706,13.5,291128470.7,33,丽水市,安徽省
170,A3311011160012300,丽水市城市风廊及配套设施（东地路南延伸段）工程,http://lssggzy.lishui.gov.cn/art/2023/2/23/art_1229661812_188272.html,386991239.2,8.25,355064462,13,丽水市,安徽省
171,A3311011160012528,青田县交警大队 330 国道沿线照明设施提升工程,http://lssggzy.lishui.gov.cn/art/2023/2/22/art_1229661956_194952.html,9149272.34,3,8874794.17,8,丽水市,安徽省
172,A3311011160012542,缙云县2023年“四好农村路”路面维修工程二标,http://lssggzy.lishui.gov.cn/art/2023/2/10/art_1229662089_194094.html,21281939.62,2,20856300.83,9,丽水市,安徽省
173,A3311011160012542,缙云县2023年“四好农村路”路面维修工程一标,http://lssggzy.lishui.gov.cn/art/2023/2/10/art_1229662089_194095.html,25120346.56,3,24366736.16,13,丽水市,安徽省
174,A3311011160012558,遂昌县公共安全保障服务中心二期项目,http://lssggzy.lishui.gov.cn/art/2023/2/9/art_1229662124_193892.html,2673949.28,11.1,2377140.91,73,丽水市,安徽省
175,A3311011160012492,海口镇便民服务、矛调中心新建工程,http://lssggzy.lishui.gov.cn/art/2023/2/9/art_1229661956_194056.html,11592472.25,4.4,11082403.47,179,丽水市,安徽省
176,A3311011160012561,丽水南城富岭区块A2-27地块规划支路,http://lssggzy.lishui.gov.cn/art/2023/2/9/art_1229661812_194014.html,27727698,6.8,25842214.54,244,丽水市,安徽省
177,A3311011160012532,青田鹤城路道路改造及管线地埋工程（学士路-龙津路）,http://lssggzy.lishui.gov.cn/art/2023/2/8/art_1229661956_193996.html,13099413.11,6,12313448.32,335,丽水市,安徽省
178,A3311011160012448,缙云经济开发区三都区块综合开发及平台提质工程—三都区块市政路网项目,http://lssggzy.lishui.gov.cn/art/2023/2/7/art_1229662089_193920.html,67183041.46,10.8,59927272.98,171,丽水市,安徽省
179,A3311011160012478,开发路公交首末站驾驶员宿舍及配套用房,http://lssggzy.lishui.gov.cn/art/2023/2/7/art_1229661812_193858.html,4580996.004,5.9,4310717.24,180,丽水市,安徽省
180,A3311011160012529,畲族风情康养度假综合体基础配套工程(景宁畲族自治县畲族风情康养度假综合体饮用水工程),http://lssggzy.lishui.gov.cn/art/2023/2/6/art_1229662190_193815.html,4951277.751,9.3,4490808.92,160,丽水市,安徽省
181,A3311011160012323,松阳县中医医院迁建工程-装饰装修工程,http://lssggzy.lishui.gov.cn/art/2023/2/3/art_1229662157_190283.html,57053814.77,9.1,51861917.63,69,丽水市,安徽省
182,A3311011160012470,碧湖大桥改扩建工程（第二次）,http://lssggzy.lishui.gov.cn/art/2023/2/2/art_1229661852_193651.html,184966010.6,9.25,167856654.6,14,丽水市,安徽省
183,A3311011160012489,高湖镇安置区基础设施工程（一期）,http://lssggzy.lishui.gov.cn/art/2023/1/31/art_1229661956_193510.html,12893107.54,11.4,11423293.28,276,丽水市,安徽省
184,A3311011160012464,采桑路延伸段道路工程（通济路-江滨路）,http://lssggzy.lishui.gov.cn/art/2023/1/31/art_1229661852_193516.html,8517685.995,11.6,7529634.42,228,丽水市,安徽省
185,A3311011160012123,景宁畲族自治县残疾人康养中心项目,http://lssggzy.lishui.gov.cn/art/2023/1/28/art_1229662190_193396.html,100733151.9,9,91667168.24,236,丽水市,安徽省
186,A3311011160012447,缙云经济开发区三都区块综合开发及平台提质工程—新兴路（三期）道路工程,http://lssggzy.lishui.gov.cn/art/2023/1/19/art_1229662089_193207.html,27297854.47,8.9,24868345.42,209,丽水市,安徽省
187,A3311011160012150,云和县中等职业技术学校产教融合中心二期工程监理,http://lssggzy.lishui.gov.cn/art/2023/1/16/art_1229661989_192834.html,1219692.997,9.9,1098943.39,5,丽水市,安徽省
188,A3311011160012460,云和梯田5A创建综合管网工程-电力上改下项目,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229661989_192585.html,7519764.004,11.1,6685070.2,18,丽水市,安徽省
189,A3311011160012432,浙西南研学营地及配套设施建设项目-王村口红色研学营地项目,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229662124_192120.html,5072370,5.1,4813679.13,76,丽水市,安徽省
190,A3311011160012403,云和县仙宫景区醉月楼室内装修项目,http://lssggzy.lishui.gov.cn/art/2023/1/12/art_1229661989_192633.html,4201153.33,9.6,3797842.61,191,丽水市,安徽省
191,A3311011160012456,缙云县温泉谷体育公园及周边市政基础设施配套建设项目—官店桥及延伸道路建设工程,http://lssggzy.lishui.gov.cn/art/2023/1/10/art_1229662089_192331.html,41631810.5,9.7,37593524.88,8,丽水市,安徽省
192,A3311011160012441,松阳县北山停车场配套用房项目,http://lssggzy.lishui.gov.cn/art/2023/1/6/art_1229662157_192114.html,6264034.002,9.3,5681478.84,116,丽水市,安徽省
193,A3311011160012430,缙云县温泉谷体育公园及周边市政基础设施配套建设项目-下双龙区块道路网及排水工程,http://lssggzy.lishui.gov.cn/art/2023/1/5/art_1229662089_192001.html,22569122.9,8.7,20605609.21,167,丽水市,安徽省
194,A3311011160012427,遂昌县人民医院应急病房楼建设项目,http://lssggzy.lishui.gov.cn/art/2023/1/5/art_1229662124_191917.html,11403195.49,9,10376907.9,144,丽水市,安徽省
195,A3311011160012410,丽缙高新区产城融合配套设施提升工程（一期）—工业旅游体验中心项目,http://lssggzy.lishui.gov.cn/art/2023/1/3/art_1229662089_191764.html,22665981.2,11.1,20150057.29,282,丽水市,安徽省
196,A3311011160012429,缙云县城市建设弃方场工程三期,http://lssggzy.lishui.gov.cn/art/2022/12/30/art_1229662089_191701.html,7107222.269,7.9,6545751.71,189,丽水市,安徽省
197,A3311011160012412,2022年庆元县农村公路（县道）应急工程,http://lssggzy.lishui.gov.cn/art/2022/12/30/art_1229662056_191651.html,6241230.707,1,6178818.4,4,丽水市,安徽省
198,A3311011160012345,丽水龙泉2022年水毁应急修复工程和2022年龙泉市新岭隧道水毁修复工程,http://lssggzy.lishui.gov.cn/art/2022/12/30/art_1229661923_191657.html,44400047.85,3,43068046.41,6,丽水市,安徽省
199,A3311011160012419,景宁县2023 年“四好农村路”提升工程——农村公路新改建工程,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229662190_191585.html,50109902.51,1,49608803.48,6,丽水市,安徽省
200,A3311011160012418,景宁县2023年“四好农村路”提升工程——农村公路养护工程,http://lssggzy.lishui.gov.cn/art/2022/12/29/art_1229662190_191587.html,29011252.4,1,28721139.88,6,丽水市,安徽省
201,A3311011160012414,缙云县壶镇老镇区有机更新改造工程-壶镇老街（中下街）改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/28/art_1229662089_191518.html,21263124.64,10.4,19051759.68,102,丽水市,安徽省
202,A3311011160012366,松阳县赤寿不锈钢仓储物流(贸易)中心项目(二期),http://lssggzy.lishui.gov.cn/art/2022/12/28/art_1229662157_191437.html,15093597,9.3,13689892.48,156,丽水市,安徽省
203,A3311011160012413,缙云县新建镇洋山区块组团配套工程-工业三路等基础设施配套工程（工业三路）,http://lssggzy.lishui.gov.cn/art/2022/12/28/art_1229662089_191455.html,7648044.069,10.3,6860295.53,207,丽水市,安徽省
204,A3311011160012369,巧溪人工湿地水质净化工程设计采购施工总承包（EPC）,http://lssggzy.lishui.gov.cn/art/2022/12/27/art_1229662089_191304.html,75054330.31,11.9,66122865,5,丽水市,安徽省
205,A3311011160012411,缙云县新建镇洋山区块组团配套工程-工业三路等基础设施配套工程（工业一路）,http://lssggzy.lishui.gov.cn/art/2022/12/27/art_1229662089_191375.html,6871930.457,10.3,6164121.62,204,丽水市,安徽省
206,A3311011160012393,黄垟乡区域交通道路修复提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229661956_191286.html,6251992.758,1,6189472.83,53,丽水市,安徽省
207,A3311011160012392,浙江省级第八批历史文化村落保护利用重点村项目-黄沙腰镇上定村三期工程,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229662124_191275.html,1351229.362,10.6,1207999.05,25,丽水市,安徽省
208,A3311011160012334,遂昌县三仁畲族乡宜机化改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/26/art_1229662124_210682.html,8032332.618,6.8,7486134,116,丽水市,安徽省
209,A3311011160012304,北山镇泉山村泉山街及延伸段（泉山村口-自来水厂）道路改造提升及周边配套工程,http://lssggzy.lishui.gov.cn/art/2022/12/23/art_1229661956_191101.html,18610492.15,9.9,16768053.43,299,丽水市,安徽省
210,A3311011160012380,缙云县公路应急保障基地工程,http://lssggzy.lishui.gov.cn/art/2022/12/21/art_1229662089_191053.html,9374264.487,4.4,8961796.85,130,丽水市,安徽省
211,A3311011160012331,黄碧线整治提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/19/art_1229661852_190732.html,14308607,11.1,12720351.62,289,丽水市,安徽省
212,A3311011160012174,缙云县第二人民医院迁建工程(装修部分）,http://lssggzy.lishui.gov.cn/art/2022/12/16/art_1229662089_190578.html,89762140.58,10.7,80157591.54,78,丽水市,安徽省
213,A3311011160012213,丽水市水东综合客运枢纽B-11-04地块项目二次装修工程,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229661812_190483.html,419674267.1,7.25,389247882.8,32,丽水市,安徽省
214,A3311011160012354,缙云县2023年普通国省道及县道公路小修保养总承包项目,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229662089_190482.html,18603396.9,2,18231328.96,5,丽水市,安徽省
215,A3311011160011728,环城东路延伸（凤栖云镜入口至翡翠湾小区段）工程,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229662190_190519.html,6824315.58,8.6,6237424.44,100,丽水市,安徽省
216,A3311011160012365,2023年度丽水市直属公路港航管理中心国省道、农村公路小修保养工程,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229661812_190521.html,12959628.88,2,12700436.3,6,丽水市,安徽省
217,A3311011160012282,青田县中医医院北山中心分院医技综合楼项目-边坡治理,http://lssggzy.lishui.gov.cn/art/2022/12/15/art_1229661956_210649.html,960509.3333,10,864458.4,12,丽水市,安徽省
218,A3311011160012341,庆元县2023年国省道、农村公路小修保养工程,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229662056_190460.html,13905278.16,1,13766225.38,5,丽水市,安徽省
219,A3311011160012309,南城文体中心改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229661812_190364.html,62848543.09,6.6,58700539.25,67,丽水市,安徽省
220,A3311011160012353,淤上乡毛竹加工园一期屋顶光伏项目,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229662056_190463.html,1339481,6,1259112.14,9,丽水市,安徽省
221,A3311011160012326,遂昌县2022年灾毁应急修复工程,http://lssggzy.lishui.gov.cn/art/2022/12/14/art_1229662124_190350.html,4555889.907,3,4419213.21,11,丽水市,安徽省
222,A3311011160012355,青田县低效企业“腾笼换鸟”项目-青创大厦改造提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/13/art_1229661956_190328.html,42960230.84,11.4,38062764.52,218,丽水市,安徽省
223,A3311011160012352,2022年美丽县城建设项目-滨江公园一期改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/13/art_1229662089_190322.html,6762098.077,8.5,6187319.74,210,丽水市,安徽省
224,A3311011160012332,缙云县新建镇洋山区块组团配套工程—工业三路等基础设施配套工程（工业四路）,http://lssggzy.lishui.gov.cn/art/2022/12/12/art_1229662089_190255.html,10703815.13,10.8,9547803.1,273,丽水市,安徽省
225,A3311011160012176,青田县船寮文化中心周边道路延伸工程,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229661956_190049.html,10964666.56,6.3,10273892.57,129,丽水市,安徽省
226,A3311011160012270,缙云县经济开发区三都区块综合开发及平台提质工程——基础设施提升工程,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229662089_210594.html,6951964.255,6.7,6486182.65,200,丽水市,安徽省
227,A3311011160012316,缙云县新建镇洋山区块组团配套工程—工业三路等基础设施配套工程（工业六路）,http://lssggzy.lishui.gov.cn/art/2022/12/9/art_1229662089_190050.html,8039778.025,11.9,7083044.44,223,丽水市,安徽省
228,A3311011160012271,景宁畲族自治县城市展览馆设计及布展建设工程设计采购施工（EPC）总承包,http://lssggzy.lishui.gov.cn/art/2022/12/8/art_1229662190_190052.html,40518700,5.25,38391468.25,17,丽水市,安徽省
229,A3311011160012314,青田县农村生活污水处理设施新建、改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/8/art_1229661956_190048.html,22639840.93,7.4,20964492.7,303,丽水市,安徽省
230,A3311011160012277,2023年度遂昌县国省道、农村公路小修保养工程,http://lssggzy.lishui.gov.cn/art/2022/12/7/art_1229662124_189851.html,22068907.31,2,21627529.16,6,丽水市,安徽省
231,A3311011160012322,澄照乡东升村文化礼堂（景区镇综合服务中心）建设项目,http://lssggzy.lishui.gov.cn/art/2022/12/7/art_1229662190_189849.html,8172371.328,7.4,7567615.85,83,丽水市,安徽省
232,A3311011160012268,丽水经济技术开发区园区基础设施改造提升工程（二期）-白莲路（七百秧街-大沅街）路面改造工程,http://lssggzy.lishui.gov.cn/art/2022/12/6/art_1229661812_189847.html,17182460,10,15464214,277,丽水市,安徽省
233,A3311011160012223,丽水市海潮河老旧小区改造暨历史街区改造项目(刘祠堂背历史文化街区改造)南部地块新建工程,http://lssggzy.lishui.gov.cn/art/2022/12/6/art_1229661812_189848.html,19712798.28,9.1,17918933.64,75,丽水市,安徽省
234,A3311011160012273,景宁县鹤溪街道严村村异地搬迁农民安置小区（大搬快聚）三通一平工程,http://lssggzy.lishui.gov.cn/art/2022/12/5/art_1229662190_189637.html,6995067.665,9.2,6351521.44,202,丽水市,安徽省
235,A3311011160012240,遂昌县2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）--新路湾镇夹路畈村生活污水处理设施提升改造（零直排）,http://lssggzy.lishui.gov.cn/art/2022/12/5/art_1229662124_189852.html,1898330.811,8.8,1731277.7,46,丽水市,安徽省
236,A3311011160012216,杭州电子科技大学丽水研究院改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229661812_188278.html,5208207,10,4687386.3,111,丽水市,安徽省
237,A3311011160012243,遂昌县2022年县城交通安全隐患整治工程,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229662124_188279.html,6385506.816,10.5,5715028.6,169,丽水市,安徽省
238,A3311011160012239,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇新溪村溪淤生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/12/4/art_1229662124_188280.html,1028673.3,10.9,916547.91,29,丽水市,安徽省
239,A3311011160012243001001,遂昌县2022年县城交通安全隐患整治工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229662124_188237.html,6385506.816,10.5,5715028.6,169,丽水市,安徽省
240,A3311011160012255001001,景宁惠明茶文化园区子项目惠明寺文化村工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229662190_188023.html,7411164.448,7.6,6847915.95,96,丽水市,安徽省
241,A3311011160012300001001,丽水市城市风廊及配套设施（东地路南延伸段）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229661812_188271.html,386991239.2,8.25,355064462,13,丽水市,安徽省
242,YZT-22GC-004,云和县生物栖息繁衍廊道（堰坝）生态化改造项目,http://lssggzy.lishui.gov.cn/art/2022/12/2/art_1229661989_187477.html,18026363,10.4,16151621.25,239,丽水市,安徽省
243,A3311011160012282001001,青田县中医医院北山中心分院医技综合楼项目-边坡治理开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/1/art_1229661956_188544.html,960509.3333,10,864458.4,12,丽水市,安徽省
244,A3311011160012239001001,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇新溪村溪淤生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/12/1/art_1229662124_188235.html,1028673.3,10.9,916547.91,29,丽水市,安徽省
245,A3311011160012238,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇蕉川村二村、三村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229662124_188281.html,1390086.895,7.9,1280270.03,35,丽水市,安徽省
246,A3311011160012238001001,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022 年农村生活污水治理设施 提升改造项目）——新路湾镇蕉川村二村、三村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229662124_188233.html,1390086.895,7.9,1280270.03,35,丽水市,安徽省
247,A3311011160012216002001,杭州电子科技大学丽水研究院改造项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/30/art_1229661812_188270.html,5208207,10,4687386.3,111,丽水市,安徽省
248,A3311011160012211001001,丽水南城中学项目工程总承包(EPC)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229661812_188268.html,311515509.6,3.75,299833678,4,丽水市,安徽省
249,A3311011160012197,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村至马头村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188285.html,1938633.205,11.4,1717629.02,39,丽水市,安徽省
250,A3311011160012211,丽水南城中学项目工程总承包(EPC),http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229661812_188286.html,311515509.6,3.75,299833678,4,丽水市,安徽省
251,A3311011160012197001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村至马头村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/29/art_1229662124_188230.html,1938633.205,11.4,1717629.02,39,丽水市,安徽省
252,A3311011160012266001001,缙云县农村生活污水治理建设工程—新川村等七个村治理项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662089_187974.html,22175782.26,8.8,20224313.42,267,丽水市,安徽省
253,A3311011160012245001001,景宁县英川寨后至庆元合湖段公路生态修复工程（景宁段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662190_188009.html,5450367.152,1,5395863.48,42,丽水市,安徽省
254,A3311011160012241001001,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）--新路湾镇胡家村生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662124_188226.html,1075553.847,8.5,984131.77,29,丽水市,安徽省
255,A3311011160012241,遂昌县2022-2025 年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）--新路湾镇胡家村生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/28/art_1229662124_188283.html,1075553.847,8.5,984131.77,29,丽水市,安徽省
256,A3311011160012195,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村陈岙生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229662124_188287.html,562562.9662,8.3,515870.24,12,丽水市,安徽省
257,A3311011160012195001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道同心村陈岙生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229662124_188224.html,562562.9662,8.3,515870.24,12,丽水市,安徽省
258,A3311011160012286001001,船寮派出所业务技术及生活用房及青田县公安局档案管理中心船寮分中心工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/25/art_1229661956_188543.html,17782629.95,8.5,16271106.4,172,丽水市,安徽省
259,A3311011160012194001001,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道龙口村寺后生活污水处理设施提升改造开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/24/art_1229662124_188222.html,591202.2329,6.4,553365.29,17,丽水市,安徽省
260,A3311011160012194,2022-2025年农村生活污水治理设施提升改造项目（2022年农村生活污水治理设施提升改造项目）——云峰街道龙口村寺后生活污水处理设施提升改造,http://lssggzy.lishui.gov.cn/art/2022/11/24/art_1229662124_188288.html,591202.2329,6.4,553365.29,17,丽水市,安徽省
261,A3311011160011887001001,庆元县淤上乡丘陵山地宜机化建设项目（土地平整项目）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/11/24/art_1229662056_188037.html,8489632.469,11.3,7530304,6,丽水市,安徽省
