序号,id,项目名称,网址,zbkzj,下浮率,kbjj,投标单位数量,city,province
387,A3311011160011822001001,阜山乡干部食宿楼项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/14/art_1229661956_188518.html,6470427.786,3.8,6224551.53,72,丽水市,安徽省
388,A3311011160011675,遂昌县智慧水务调度中心项目,http://lssggzy.lishui.gov.cn/art/2022/9/13/art_1229662124_188355.html,9246756.472,7.6,8544002.98,94,丽水市,安徽省
389,A3311011160011675001001,遂昌县智慧水务调度中心项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/13/art_1229662124_188132.html,9246756.472,7.6,8544002.98,94,丽水市,安徽省
390,A3311011160011754001001,青田县上岸区块市政配套工程（二期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/13/art_1229661956_188516.html,9537731.599,11.8,8412279.27,131,丽水市,安徽省
391,A3311011160011859001001,青田县鹤城街道北岸村、平演村饮用水达标提标工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/13/art_1229661956_188517.html,5027692.614,7.8,4635532.59,78,丽水市,安徽省
392,A3311011160011812001001,温溪镇污水零直排区建设工程二期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/8/art_1229661956_188513.html,37246618.84,6.5,34825588.62,69,丽水市,安徽省
393,A3311011160011722001001,碧湖镇魏村给排水管网工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/8/art_1229661852_188082.html,13091755,11.6,11573111.42,73,丽水市,安徽省
394,A3311011160011821001001,莲都区洪渡互通至黄村农村道路改造提升工程（仙渡至黄村段）——上冷水至黄村（机电工程）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/7/art_1229661852_188077.html,6504529.313,1,6439484.02,28,丽水市,安徽省
395,A3311011160011760001001,景宁城南张村区块市政配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/7/art_1229662190_187830.html,18018506.47,8.2,16540988.94,155,丽水市,安徽省
396,A3311011160011834001001,缙云县县城建成区“污水零直排”建设项目—风景山和六塘巷片区污水零直排工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/7/art_1229662089_187846.html,9539306.043,10.8,8509060.99,130,丽水市,安徽省
397,A3311011160011781001001,丽水机场场外配套供排水工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/5/art_1229661812_188184.html,16139510,11.7,14251187.33,132,丽水市,安徽省
398,A3311011160011781,丽水机场场外配套供排水工程,http://lssggzy.lishui.gov.cn/art/2022/9/5/art_1229661812_188434.html,16139510,11.7,14251187.33,132,丽水市,安徽省
399,A3311011160011557,遂昌县云峰街道湖边村“移民共同富裕双创中心”项目,http://lssggzy.lishui.gov.cn/art/2022/9/5/art_1229662124_188357.html,6995124.22,9,6365563.04,79,丽水市,安徽省
400,A3311011160011557001001,遂昌县云峰街道湖边村“移民共同富裕双创中心”项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/5/art_1229662124_188120.html,6995124.22,9,6365563.04,79,丽水市,安徽省
401,A3311011160011731001001,丽水开发区“双招双引”孵化园二期工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/5/art_1229661812_188186.html,17458108,6.1,16393163.41,140,丽水市,安徽省
402,A3311011160011795001001,丽水市花园路增花添彩景观提升项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/2/art_1229661812_188181.html,4594299.788,10.4,4116492.61,205,丽水市,安徽省
403,A3311011160011795,丽水市花园路增花添彩景观提升项目,http://lssggzy.lishui.gov.cn/art/2022/9/2/art_1229661812_188430.html,4594299.788,10.4,4116492.61,205,丽水市,安徽省
404,A3311011160011696,遂昌县2022年老旧小区改造项目—龙潭区块,http://lssggzy.lishui.gov.cn/art/2022/9/2/art_1229662124_188349.html,9720888.865,7.5,8991822.2,120,丽水市,安徽省
405,A3311011160011696001001,遂昌县2022年老旧小区改造项目—龙潭区块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/9/2/art_1229662124_188116.html,9720888.865,7.5,8991822.2,120,丽水市,安徽省
406,A3311011160011807001001,青田县腊口镇大搬快聚安置点基础设施工程（武埠村道路网）一期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229661956_188508.html,36153323.63,11.9,31851078.12,101,丽水市,安徽省
407,A3311011160011764001001,青田县船寮镇陈合村、石盖村、三和村农村饮用水达标提标工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229661956_188507.html,6676955.996,6.1,6269661.68,80,丽水市,安徽省
408,A3311011160011786001001,庆元县教场路提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229662056_187946.html,5615208.997,9.3,5092994.56,89,丽水市,安徽省
409,A3311011160011605001001,景宁畲族自治县实验二小食堂改扩建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229662190_187821.html,4843221.302,7.8,4465450.04,87,丽水市,安徽省
410,A3311011160011778,丽水市消防救援支队机关辅助用房改扩建工程,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229661812_188436.html,21110610.72,5.7,19907305.91,67,丽水市,安徽省
411,A3311011160011778001001,丽水市消防救援支队机关辅助用房改扩建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/31/art_1229661812_188176.html,21110610.72,5.7,19907305.91,67,丽水市,安徽省
412,A3311011160011790,2022年度物业小区截污纳管工程,http://lssggzy.lishui.gov.cn/art/2022/8/30/art_1229661812_188432.html,12037401,6.8,11218857.73,113,丽水市,安徽省
413,A3311011160011790001001,2022年度物业小区截污纳管工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/30/art_1229661812_188170.html,12037401,6.8,11218857.73,113,丽水市,安徽省
414,A3311011160011791001001,祯埠镇大井头安置区块市政配套工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/30/art_1229661956_188506.html,4566911.217,12.9,3977779.67,87,丽水市,安徽省
415,A3311011160011582001001,松阳县西屏街道三村综合楼开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/30/art_1229662157_188012.html,5356387.998,9.1,4868956.69,74,丽水市,安徽省
416,A3311011160011751001001,青田县应急物资储备仓项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/29/art_1229661956_188505.html,5717323.877,7.4,5294241.91,77,丽水市,安徽省
417,A3311011160011650001001,好溪路二期（望城路—市场一号路）工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/29/art_1229661812_188167.html,39711989.2,8.4,36376182.11,119,丽水市,安徽省
418,A3311011160011650,好溪路二期（望城路—市场一号路）工程,http://lssggzy.lishui.gov.cn/art/2022/8/29/art_1229661812_188554.html,39711989.2,8.4,36376182.11,119,丽水市,安徽省
419,A3311011160011794001001,丽水学院松阳校区景观绿化工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/29/art_1229661812_188166.html,4665268.995,11.4,4133428.33,186,丽水市,安徽省
420,A3311011160011770001001,庆元县社会生态公益性公墓工程（二期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/26/art_1229662056_187928.html,32149647.68,10.9,28645336.08,84,丽水市,安徽省
421,A3311011160011711001001,丽水市公安局交通警察支队莲都大队白云中队技术业务用房项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/26/art_1229661812_188156.html,15326143,9.2,13916137.84,130,丽水市,安徽省
422,A3311011160011753001001,庆元县同心未来社区项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/26/art_1229662056_187923.html,12552867.88,6.4,11749484.34,132,丽水市,安徽省
423,A3311011160011608001001,丽水市市场一号路东侧道路一道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/25/art_1229661812_188150.html,44776860.18,11.6,39582744.4,90,丽水市,安徽省
424,A3311011160011744001001,青田县油竹街道河滨花苑周边市政道路工程（一标段）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/25/art_1229661956_188504.html,16079136.31,7,14953596.77,145,丽水市,安徽省
425,A3311011160011608,丽水市市场一号路东侧道路一道路工程,http://lssggzy.lishui.gov.cn/art/2022/8/25/art_1229661812_188561.html,44776860.18,11.6,39582744.4,90,丽水市,安徽省
426,A3311011160011748001001,2022年中心城区口袋公园微改造项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/25/art_1229661812_188153.html,5133327.59,8.7,4686728.09,115,丽水市,安徽省
427,A3311011160011732,遂昌县城区河岸便民设施提升工程,http://lssggzy.lishui.gov.cn/art/2022/8/24/art_1229662124_188343.html,5714319.516,7,5314317.15,94,丽水市,安徽省
428,A3311011160011717001001,庆元县低碳农业产业园渔光互补养殖园光伏项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/24/art_1229662056_187918.html,12733775.01,11.5,11269390.88,22,丽水市,安徽省
429,A3311011160011743001001,缙云经济开发区三都区块综合开发及平台提质项目—场地平整工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/24/art_1229662089_187820.html,6849090,14.4,5862821.04,144,丽水市,安徽省
430,A3311011160011732001001,遂昌县城区河岸便民设施提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/24/art_1229662124_188084.html,5714319.516,7,5314317.15,94,丽水市,安徽省
431,A3311011160011718001001,大港头镇节地生态安葬点项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/23/art_1229661852_188057.html,4926303.004,9.8,4443525.31,92,丽水市,安徽省
432,A3311011160011670001001,碧湖镇区配套基础设施改造及环境整治项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/23/art_1229661852_188054.html,11058496,10,9952646.4,128,丽水市,安徽省
433,A3311011160011719001001,青田生态工业平台东源镇项村三期纵二路等基础设施工程（A区块通平工程）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/23/art_1229661956_188503.html,14178190.75,10.2,12732015.29,140,丽水市,安徽省
434,A3311011160011588,2022 年遂昌县城雨污水管道提升工程—牡丹亭路至元立大道雨污水管清淤提升工程,http://lssggzy.lishui.gov.cn/art/2022/8/23/art_1229662124_188363.html,6526809.73,7.3,6050352.62,107,丽水市,安徽省
435,A3311011160011694,遂昌县2022年老旧小区改造项目—府前菜市场区块,http://lssggzy.lishui.gov.cn/art/2022/8/22/art_1229662124_188351.html,7141061.429,10.4,6398391.04,113,丽水市,安徽省
436,A3311011160011712,遂昌县河道疏浚综合利用项目,http://lssggzy.lishui.gov.cn/art/2022/8/22/art_1229662124_188345.html,44942124.76,7.2,41706291.78,135,丽水市,安徽省
437,A3311011160011694001001,遂昌县2022年老旧小区改造项目—府前菜市场区块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/19/art_1229662124_188080.html,7141061.429,10.4,6398391.04,113,丽水市,安徽省
438,A3311011160011697,遂昌县 2022 年老旧小区改造项目—君子路沿线区块,http://lssggzy.lishui.gov.cn/art/2022/8/18/art_1229662124_188348.html,11313586.06,6.2,10612143.72,131,丽水市,安徽省
439,A3311011160011697001001,遂昌县 2022 年老旧小区改造项目—君子路沿线区块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/18/art_1229662124_188074.html,11313586.06,6.2,10612143.72,131,丽水市,安徽省
440,A3311011160011588001001,2022 年遂昌县城雨污水管道提升工程—牡丹亭路至元立大道雨污水管清淤提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/18/art_1229662124_188063.html,6526809.73,7.3,6050352.62,107,丽水市,安徽省
441,A3311011160011712001001,遂昌县河道疏浚综合利用项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/18/art_1229662124_188069.html,44942124.76,7.2,41706291.78,135,丽水市,安徽省
442,A3311011160011533001001,庆元县屏都街道洋背村衢宁铁路建设工程土石取料点废弃矿山治理项目（第二次）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/17/art_1229662056_187911.html,7069859.005,8.5,6468920.99,7,丽水市,安徽省
443,A3311011160011663001001,松阳县“四好农村路”召寨线路面大中修工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/17/art_1229662157_187976.html,8883178.918,2,8705515.34,5,丽水市,安徽省
444,A3311011160011699001001,遂昌县 2022 年老旧小区改造项目——安居小区开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/17/art_1229662124_188059.html,7899985.372,9.9,7117886.82,115,丽水市,安徽省
445,A3311011160011699,遂昌县 2022 年老旧小区改造项目——安居小区,http://lssggzy.lishui.gov.cn/art/2022/8/17/art_1229662124_188347.html,7899985.372,9.9,7117886.82,115,丽水市,安徽省
446,A3311011160011689001001,大港头镇镇区配套基础设施改造及环境整治项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229661852_188042.html,5612304.004,7.1,5213830.42,110,丽水市,安徽省
447,A3311011160011688,遂昌县公安局看守所提升改造工程,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229662124_188353.html,4305233.025,4.8,4098581.84,108,丽水市,安徽省
448,A3311011160011688002001,遂昌县公安局看守所提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229662124_188046.html,4305233.025,4.8,4098581.84,108,丽水市,安徽省
449,A3311011160011374001001,东源镇新区基础设施工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229661956_188500.html,8116627.883,11.2,7207565.56,124,丽水市,安徽省
450,A3311011160011693001001,遂昌县2022 年老旧小区改造项目——凯恩路（凯恩路幼儿园至广济骨伤）南侧区块开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229662124_188053.html,5099311.139,11.3,4523088.98,103,丽水市,安徽省
451,A3311011160011599001001,青田县良川-五源山等6条农村公路路面工程和青田县石砻-坑头垟等7条农村公路路面工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229661956_188499.html,12889864.22,2,12632066.94,8,丽水市,安徽省
452,A3311011160011653001001,碧湖镇生活污水设施“强基增效双提标”建设改造项目（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229661852_188030.html,15731207,8.9,14331129.58,62,丽水市,安徽省
453,A3311011160011693,遂昌县2022 年老旧小区改造项目——凯恩路（凯恩路幼儿园至广济骨伤）南侧区块,http://lssggzy.lishui.gov.cn/art/2022/8/16/art_1229662124_188352.html,5099311.139,11.3,4523088.98,103,丽水市,安徽省
454,A3311011160011682,丽水学院松阳校区职业教育实训大楼及附属工程（学生及教职工宿舍）项目,http://lssggzy.lishui.gov.cn/art/2022/8/12/art_1229661812_188548.html,39000000,4.5,37245000,56,丽水市,安徽省
455,A3311011160011626,2022年度交通安全设施项目,http://lssggzy.lishui.gov.cn/art/2022/8/12/art_1229661812_188558.html,16115050,7,14986996.5,46,丽水市,安徽省
456,A3311011160011591001001,2022年遂昌县城雨污水管道提升工程——平昌路雨污水管道提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/12/art_1229662124_188034.html,5492913.204,9.5,4971086.45,120,丽水市,安徽省
457,A3311011160011591,2022年遂昌县城雨污水管道提升工程——平昌路雨污水管道提升工程,http://lssggzy.lishui.gov.cn/art/2022/8/12/art_1229662124_188364.html,5492913.204,9.5,4971086.45,120,丽水市,安徽省
458,A3311011160011682001001,丽水学院松阳校区职业教育实训大楼及附属工程（学生及教职工宿舍）项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/12/art_1229661812_188115.html,39000000,4.5,37245000,56,丽水市,安徽省
459,A3311011160011626001001,2022年度交通安全设施项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/12/art_1229661812_188118.html,16115050,7,14986996.5,46,丽水市,安徽省
460,A3311011160011664001001,丽水南城江南路中学南侧支路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/11/art_1229661812_188110.html,5320955.075,6.6,4969772.04,126,丽水市,安徽省
461,A3311011160011614001001,青田县大岩下村至北山镇泉山村道路沿线环境改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/10/art_1229661956_188497.html,3912006.142,11.1,3477773.46,90,丽水市,安徽省
462,A3311011160011537001001,塔腊公路安置点项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/9/art_1229661956_188496.html,20382603.47,10.9,18160899.69,87,丽水市,安徽省
463,A3311011160011559,继光街（城东路-中山街）、城东路（府前路-解放街）污水管网改造工程,http://lssggzy.lishui.gov.cn/art/2022/8/8/art_1229661812_188565.html,21763364.05,9.3,19739371.19,80,丽水市,安徽省
464,A3311011160011559001001,继光街（城东路-中山街）、城东路（府前路-解放街）污水管网改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/8/art_1229661812_188098.html,21763364.05,9.3,19739371.19,80,丽水市,安徽省
465,A3311011160011539001001,庆元县岩溪村历史文化村落保护与利用项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/5/art_1229662056_187877.html,6072745.006,10.1,5459397.76,65,丽水市,安徽省
466,A3311011160011616001001,国网浙江丽水供电公司物资周转库开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/4/art_1229661812_188086.html,18209875.4,8.4,16680245.87,143,丽水市,安徽省
467,A3311011160011550001001,景宁县高水平建设“四好农村路”铁炉坪至叶八弄公路工程（畲族风情旅游康养项目配套）（二期工程）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/3/art_1229662190_187798.html,12930476.8,1,12801172.03,119,丽水市,安徽省
468,A3311011160011612001001,青田县北山镇山洞口至大岩下村道路沿线环境改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/3/art_1229661956_188494.html,3851399.323,6.9,3585652.77,93,丽水市,安徽省
469,A3311011160011627001001,种子种苗培育示范平台项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/3/art_1229661852_187987.html,9310694.473,11.7,8221343.22,130,丽水市,安徽省
470,A3311011160011609001001,庆元县屏都综合新区生物科技（食用菌）产业园工程——挡土墙二期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/3/art_1229662056_187870.html,6439237.005,11.2,5718042.46,116,丽水市,安徽省
471,A3311011160011607001001,遂昌县湖山集镇老旧小区改造项目-集镇主干道沿线改造工程项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/2/art_1229662124_187989.html,31797541.28,6.4,29762498.64,94,丽水市,安徽省
472,A3311011160011607,遂昌县湖山集镇老旧小区改造项目-集镇主干道沿线改造工程项目,http://lssggzy.lishui.gov.cn/art/2022/8/2/art_1229662124_188358.html,31797541.28,6.4,29762498.64,94,丽水市,安徽省
473,A3311011160011619001001,庆元县屏都综合新区生物科技（食用菌）产业园南辅路道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/2/art_1229662056_187862.html,8661385.006,10.7,7734616.81,132,丽水市,安徽省
474,A3311011160011585001001,新客运中心室内改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/8/1/art_1229662124_187981.html,13774512.25,7.5,12741423.83,175,丽水市,安徽省
475,A3311011160011585,新客运中心室内改造工程,http://lssggzy.lishui.gov.cn/art/2022/8/1/art_1229662124_188366.html,13774512.25,7.5,12741423.83,175,丽水市,安徽省
476,A3311011160011567,遂昌县东城新区智能制造创新服务平台-渡客公寓二期A幢,http://lssggzy.lishui.gov.cn/art/2022/7/29/art_1229662124_188370.html,27365256.93,9.9,24656096.49,178,丽水市,安徽省
477,A3311011160011575001001,2022年美丽县城建设项目—船埠头立面改造工程（一期）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/28/art_1229662089_187801.html,10108665.62,6.3,9471819.69,147,丽水市,安徽省
478,A3311011160011569001001,遂昌县2022年道路安全隐患整治项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/28/art_1229662124_187947.html,6855196.784,3,6649540.88,5,丽水市,安徽省
479,A3311011160011567001001,遂昌县东城新区智能制造创新服务平台-渡客公寓二期A幢开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/28/art_1229662124_187954.html,27365256.93,9.9,24656096.49,178,丽水市,安徽省
480,A3311011160011569,遂昌县2022年道路安全隐患整治项目,http://lssggzy.lishui.gov.cn/art/2022/7/28/art_1229662124_188369.html,6855196.784,3,6649540.88,5,丽水市,安徽省
481,A3311011160011579001001,遂昌县第七批（2019年度）历史文化村落保护利用重点村项目—王村口镇桥西村风貌提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/27/art_1229662124_187939.html,2693048.002,10.4,2412971.01,43,丽水市,安徽省
482,A3311011160011560001001,惠明禅茶文化产业园污水处理工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/27/art_1229662190_187778.html,4387866.602,7,4080715.94,97,丽水市,安徽省
483,A3311011160011432001001,英川镇梯田湿地生态系统修复项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/27/art_1229662190_187787.html,9158934.125,7.4,8481173,41,丽水市,安徽省
484,A3311011160011579,遂昌县第七批（2019年度）历史文化村落保护利用重点村项目—王村口镇桥西村风貌提升工程,http://lssggzy.lishui.gov.cn/art/2022/7/27/art_1229662124_188367.html,2693048.002,10.4,2412971.01,43,丽水市,安徽省
485,A3311011160011522002001,松阳县斋坛乡中心小学学生食堂餐厅、风雨操场工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/26/art_1229662157_187952.html,9998349.005,4.5,9548423.3,126,丽水市,安徽省
486,A3311011160011568,丽水经济开发区中学校舍修缮项目,http://lssggzy.lishui.gov.cn/art/2022/7/26/art_1229661812_188564.html,4618419.002,8.8,4211998.13,103,丽水市,安徽省
487,A3311011160011568001001,丽水经济开发区中学校舍修缮项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/26/art_1229661812_188068.html,4618419.002,8.8,4211998.13,103,丽水市,安徽省
488,A3311011160011552,毛田区块市政基础设施综合改造提升工程,http://lssggzy.lishui.gov.cn/art/2022/7/25/art_1229662124_188374.html,26955711.2,9.8,24314051.5,170,丽水市,安徽省
489,A3311011160011507001001,温溪镇污水零直排区建设工程一期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/25/art_1229661956_188492.html,62653674.64,10.3,56200346.15,57,丽水市,安徽省
490,A3311011160011538001001,云和县祥云街道路工程（大坪路至仙宫大道段）二标段开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/25/art_1229661989_188019.html,15108412.79,12.2,13265186.43,188,丽水市,安徽省
491,A3311011160011552001001,毛田区块市政基础设施综合改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/22/art_1229662124_187931.html,26955711.2,9.8,24314051.5,170,丽水市,安徽省
492,A3311011160011436001001,沙湾镇梯田湿地生态系统修复项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/22/art_1229662190_187759.html,6692325.581,5.4,6330940,38,丽水市,安徽省
493,A3311011160011556001001,2022年景宁县农村公路生命安全提升提质工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/22/art_1229662190_187768.html,14105986.87,2,13823867.13,7,丽水市,安徽省
494,A3311011160011466001001,温溪镇港头村十五米路综合改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/22/art_1229661956_188491.html,6095620.272,11.7,5382432.7,126,丽水市,安徽省
495,A3311011160011496,遂昌县育才小学体艺楼建设工程,http://lssggzy.lishui.gov.cn/art/2022/7/21/art_1229662124_188379.html,11333646.54,9,10313618.35,131,丽水市,安徽省
496,A3311011160011496001001,遂昌县育才小学体艺楼建设工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/21/art_1229662124_187924.html,11333646.54,9,10313618.35,131,丽水市,安徽省
497,A3311011160011467001001,云和县局龙线（金水坑至龙门段）改建工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/20/art_1229661989_188013.html,173824364.8,3,168609633.9,132,丽水市,安徽省
498,A3311011160011451001001,温溪镇八居后山防洪工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/20/art_1229661956_188490.html,5463152,5,5189994.4,9,丽水市,安徽省
499,A3311011160011530001001,浙江东盾贸易有限公司室外管网改造工程(一期)开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/19/art_1229661812_188055.html,7732533.998,13.7,6673176.84,159,丽水市,安徽省
500,A3311011160011478001001,石郎线改造提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/18/art_1229661852_187948.html,130542922.3,3,126626634.7,150,丽水市,安徽省
501,A3311011160011504001001,遂昌县教育优质均衡县创建提升改造项目（2022年）--育才中学连廊及改造项目开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/15/art_1229662124_187900.html,4336677.451,7.4,4015763.32,99,丽水市,安徽省
502,A3311011160011504,遂昌县教育优质均衡县创建提升改造项目（2022年）--育才中学连廊及改造项目,http://lssggzy.lishui.gov.cn/art/2022/7/15/art_1229662124_188378.html,4336677.451,7.4,4015763.32,99,丽水市,安徽省
503,A3311011160011309,遂昌县梅溪路提升改造工程,http://lssggzy.lishui.gov.cn/art/2022/7/14/art_1229662124_188388.html,8774606.256,11.6,7756751.93,144,丽水市,安徽省
504,A3311011160011309001001,遂昌县梅溪路提升改造工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/13/art_1229662124_187892.html,8774606.256,11.6,7756751.93,144,丽水市,安徽省
505,A3311011160011482001001,景宁畲族自治县标准化矿产资源综合利用基地项目场地平整工程一期开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/12/art_1229662190_187731.html,24718960.93,13.7,21332463.28,377,丽水市,安徽省
506,A3311011160011474001001,缙云县财富大楼内部设施提升工程-办公部分开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/12/art_1229662089_187795.html,15680905.63,6.7,14630284.95,148,丽水市,安徽省
507,A3311011160011390001001,2022年青田县农村公路提升改造工程（路面灌缝及修补）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/12/art_1229661956_188486.html,3881254.612,2,3803629.52,5,丽水市,安徽省
508,A3311011160011513001001,青田县东景湾周边市政道路工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/12/art_1229661956_188487.html,13602328.08,9.6,12296504.58,169,丽水市,安徽省
509,A3311011160011471001001,松阳县国家传统村落公园游客接待中心开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/11/art_1229662157_187921.html,11295432,6.8,10527342.62,129,丽水市,安徽省
510,A3311011160011494001001,莲都区“四好农村路”项目（正岙至郑地公路大中修工程）开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/11/art_1229661852_187915.html,4401325.429,2,4313298.92,17,丽水市,安徽省
511,A3311011160011461001001,丽水南城东扩景观绿化工程-绿源路、通济街（胡七渠-秀山路）南侧等节点景观绿化工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/11/art_1229661812_188029.html,21538679,6.8,20074048.83,260,丽水市,安徽省
512,A3311011160011502001001,温溪镇小峙村综合提升工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/11/art_1229661956_188485.html,5494446.23,11.4,4868079.36,97,丽水市,安徽省
513,A3311011160011433002001,2022年度龙泉市普通省道养护大中修工程、2022年龙泉市普通国道桥梁维修加固工程、2022年龙泉市普通国道隧道维修加固工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/8/art_1229661923_187620.html,9538405.172,1,9443021.12,4,丽水市,安徽省
514,A3311011160011476002001,缙云县温泉谷体育公园及周边市政基础设施配套建设项目—温泉谷区块问泉路、泉二路道路网及排水工程开标记录公示,http://lssggzy.lishui.gov.cn/art/2022/7/8/art_1229662089_187786.html,51806436.11,6.4,48490824.2,83,丽水市,安徽省
